Number of HBD,Number of HBA,MW (Da),N. Carbon atoms,N. heavy atoms,N. Hydrogen atoms,N. Nitrogen atoms,N. Oxygen atoms,N. Fluorine atoms,N. Sulphur atoms,N. Chlorine atoms,Pentamers,Hexamers,Heptamers,Aromatic cycles,clogP,Dataset
2,5,363.38900000000007,18,26,22,3,4,1,0,0,0,2,0,1,1.3354199999999996,SMILES_GA
1,6,359.4110000000001,16,25,17,5,3,0,1,0,2,2,0,1,1.04707,SMILES_GA
1,6,383.42900000000003,19,27,17,3,4,0,1,0,2,1,0,2,2.4062800000000006,SMILES_GA
2,5,398.48400000000004,21,28,22,2,4,0,1,0,1,2,0,2,3.0725000000000016,SMILES_GA
1,4,301.3669999999999,16,21,15,1,3,0,1,0,3,1,0,2,4.041900000000002,SMILES_GA
3,4,380.4410000000001,18,26,21,2,4,1,1,0,0,2,0,1,1.7842999999999996,SMILES_GA
1,2,375.4080000000001,23,27,22,1,2,0,0,0,1,3,0,3,4.853800000000004,SMILES_GA
1,7,357.39500000000015,16,25,15,5,3,0,1,0,2,2,0,3,1.1323699999999999,SMILES_GA
1,4,363.46100000000007,22,27,25,3,2,0,0,0,1,2,0,1,3.0674800000000015,SMILES_GA
3,5,389.47700000000003,19,27,23,3,4,0,1,0,2,1,0,1,1.3377000000000003,SMILES_GA
3,3,414.36800000000017,18,25,30,4,2,0,0,0,0,2,0,1,1.3836000000000006,SMILES_GA
2,6,386.3480000000001,18,27,19,4,4,0,0,0,2,1,0,3,3.4807000000000015,SMILES_GA
0,3,302.175,14,18,12,3,0,0,0,0,1,2,0,2,3.7233000000000027,SMILES_GA
0,3,347.15900000000005,14,18,10,3,0,0,0,0,1,2,0,3,3.5389000000000026,SMILES_GA
2,6,368.3930000000001,19,27,20,4,4,0,0,0,2,1,0,3,2.2491000000000003,SMILES_GA
2,6,357.4580000000001,19,26,27,5,2,0,0,0,1,1,0,2,3.5546700000000024,SMILES_GA
3,4,362.8130000000001,18,25,19,2,4,0,0,1,0,2,0,2,3.369200000000001,SMILES_GA
0,5,428.3080000000001,16,25,18,3,4,0,1,0,0,2,0,2,3.782840000000003,SMILES_GA
3,3,371.4810000000001,21,27,29,3,3,0,0,0,2,2,0,1,2.569900000000001,SMILES_GA
3,7,370.3650000000001,18,27,18,4,5,0,0,0,2,1,0,3,1.179,SMILES_GA
3,4,336.80400000000003,14,22,13,4,2,0,1,1,1,2,0,2,2.8131199999999996,SMILES_GA
0,3,478.75800000000015,18,25,24,2,3,0,0,1,0,3,0,0,3.291400000000002,SMILES_GA
1,6,390.823,19,27,19,2,5,0,0,1,0,3,0,2,2.7773000000000003,SMILES_GA
2,8,370.36500000000007,18,27,18,4,5,0,0,0,0,3,0,2,0.7107799999999997,SMILES_GA
1,3,279.343,17,21,17,3,1,0,0,0,1,2,0,1,2.20458,SMILES_GA
3,5,364.7850000000001,17,25,17,2,5,0,0,1,0,2,0,2,3.5466000000000015,SMILES_GA
3,4,406.8950000000001,18,27,19,4,3,0,1,1,0,2,0,1,3.1014800000000022,SMILES_GA
2,7,371.3930000000001,19,27,21,3,5,0,0,0,0,3,0,2,1.7153999999999996,SMILES_GA
1,4,384.295,14,22,13,2,4,0,1,0,0,2,0,2,2.8970400000000014,SMILES_GA
3,4,320.349,14,22,13,4,2,1,1,0,1,2,0,2,2.2988199999999996,SMILES_GA
2,5,361.37300000000005,18,26,20,3,4,1,0,0,0,2,0,2,1.3550199999999997,SMILES_GA
4,4,402.84000000000003,16,25,20,2,4,0,1,1,0,2,0,1,2.2177,SMILES_GA
1,7,370.45200000000017,15,24,18,2,5,0,2,0,2,2,0,2,2.37422,SMILES_GA
3,7,372.42500000000007,19,27,24,4,4,0,0,0,2,1,0,2,1.4382999999999997,SMILES_GA
1,4,475.34200000000016,15,24,23,4,0,3,1,0,1,2,0,1,1.3079000000000007,SMILES_GA
2,5,400.50000000000006,21,28,24,2,4,0,1,0,1,2,0,1,2.6525000000000007,SMILES_GA
1,4,355.48600000000016,20,26,29,5,1,0,0,0,1,2,0,2,3.019840000000002,SMILES_GA
3,4,388.85500000000013,19,27,21,4,3,0,0,1,0,2,0,1,2.9165800000000015,SMILES_GA
3,5,387.46100000000007,19,27,21,3,4,0,1,0,2,1,0,2,2.0844,SMILES_GA
1,3,369.44500000000016,20,27,25,4,3,0,0,0,1,3,0,2,1.7461,SMILES_GA
1,5,377.48100000000005,15,24,20,4,0,3,2,0,1,2,0,1,1.785700000000001,SMILES_GA
2,6,390.3800000000001,18,27,23,4,4,0,0,0,2,1,0,2,2.5521000000000003,SMILES_GA
1,6,372.4210000000002,20,27,24,2,5,0,0,0,0,3,0,1,2.1814,SMILES_GA
2,6,385.44500000000005,19,27,19,3,4,0,1,0,2,1,0,2,2.19808,SMILES_GA
3,5,353.4660000000002,21,26,27,3,2,0,0,0,0,3,0,2,2.735100000000001,SMILES_GA
3,3,349.499,19,25,33,4,2,0,0,0,0,2,0,1,0.7035000000000016,SMILES_GA
1,4,336.309,14,22,13,2,4,0,1,0,0,2,0,2,4.139040000000002,SMILES_GA
1,6,360.39500000000015,16,25,16,4,4,0,1,0,2,2,0,1,0.3812999999999993,SMILES_GA
1,5,360.44900000000007,16,24,23,4,0,3,1,0,1,2,0,1,1.3762000000000008,SMILES_GA
1,5,339.39400000000006,14,22,13,1,5,0,2,0,0,2,0,2,2.8562400000000006,SMILES_GA
2,4,578.885,19,30,20,4,3,0,2,1,1,2,0,0,2.5943000000000005,SMILES_GA
3,4,378.8290000000002,15,24,18,1,5,1,1,1,0,2,0,0,1.0980999999999999,SMILES_GA
1,7,383.3660000000001,15,25,18,3,5,0,1,0,2,1,0,2,1.8878199999999998,SMILES_GA
0,8,376.4190000000001,15,25,12,4,4,0,2,0,2,2,0,3,1.5529000000000002,SMILES_GA
1,5,374.7970000000002,15,24,14,1,5,1,1,1,0,2,0,1,1.7948999999999997,SMILES_GA
4,6,358.4670000000001,18,25,22,4,2,0,1,0,2,1,0,3,1.5113000000000005,SMILES_GA
2,5,361.4900000000001,19,26,31,5,2,0,0,0,1,2,0,0,1.3400000000000003,SMILES_GA
3,4,358.4670000000001,18,25,22,4,2,0,1,0,2,1,0,1,2.0953000000000004,SMILES_GA
2,4,357.5020000000001,20,26,31,5,1,0,0,0,1,2,0,1,2.4093,SMILES_GA
4,4,382.8690000000001,17,25,19,2,4,0,1,1,0,2,0,1,1.9964999999999997,SMILES_GA
1,4,357.5020000000001,20,26,31,5,1,0,0,0,1,2,0,1,3.0491400000000013,SMILES_GA
1,4,381.4160000000001,21,27,24,3,2,0,0,0,1,2,0,1,3.035280000000001,SMILES_GA
1,5,338.4100000000001,14,22,14,2,4,0,2,0,0,2,0,2,2.7328400000000013,SMILES_GA
2,3,382.52900000000017,22,27,26,2,2,0,1,0,1,2,0,1,3.7666800000000027,SMILES_GA
2,6,388.36400000000015,18,27,21,4,4,0,0,0,2,1,0,3,2.2089,SMILES_GA
3,3,348.5150000000001,19,25,34,5,1,0,0,0,0,2,0,1,0.550220000000003,SMILES_GA
0,2,276.33900000000006,18,21,16,2,1,0,0,0,1,2,0,2,2.7976800000000015,SMILES_GA
3,4,492.3100000000002,17,26,18,2,4,1,1,0,0,2,0,1,2.1569000000000003,SMILES_GA
2,6,355.48900000000015,14,23,21,5,2,0,2,0,2,1,0,2,2.516000000000001,SMILES_GA
2,5,358.4900000000001,19,26,30,6,1,0,0,0,1,2,0,1,1.8043,SMILES_GA
1,6,370.40500000000014,20,27,22,2,5,0,0,0,0,3,0,2,2.2533000000000003,SMILES_GA
3,4,374.40600000000006,17,25,19,4,2,0,1,0,2,1,0,3,2.935500000000002,SMILES_GA
1,4,361.44500000000005,22,27,23,3,2,0,0,0,1,2,0,2,3.1695800000000016,SMILES_GA
1,2,312.77299999999997,14,20,12,1,2,1,1,1,0,2,0,2,1.8363800000000003,SMILES_GA
2,5,353.85600000000005,14,22,12,3,2,0,2,1,1,2,0,2,3.4933200000000006,SMILES_GA
0,5,372.5150000000001,19,25,20,2,2,0,2,0,2,2,0,2,3.682120000000003,SMILES_GA
3,4,356.4510000000001,18,25,20,4,2,0,1,0,2,1,0,3,2.3554000000000004,SMILES_GA
2,6,500.27700000000027,18,27,22,4,3,0,0,0,2,1,0,3,2.9457000000000013,SMILES_GA
3,3,393.48400000000015,19,27,24,3,3,1,1,0,0,2,0,1,4.8728200000000035,SMILES_GA
4,6,360.48300000000006,18,25,24,4,2,0,1,0,2,1,0,2,1.6164000000000003,SMILES_GA
2,4,351.46700000000016,19,25,31,2,4,0,0,0,0,1,1,1,1.1613000000000002,SMILES_GA
1,6,437.5580000000002,22,30,31,1,6,0,1,0,1,2,0,1,2.0633999999999997,SMILES_GA
2,7,425.2830000000001,17,26,21,4,4,0,0,0,1,1,0,2,2.6319000000000012,SMILES_GA
3,4,341.3050000000001,13,22,14,2,5,0,1,0,0,2,0,2,3.9663400000000024,SMILES_GA
1,4,359.4410000000001,16,24,22,4,0,3,1,0,1,2,0,1,1.1800000000000008,SMILES_GA
1,6,358.4420000000001,19,26,26,4,3,0,0,0,1,1,0,2,3.369500000000002,SMILES_GA
1,2,294.371,15,20,17,1,2,1,1,0,0,2,0,2,1.8910200000000001,SMILES_GA
1,4,369.52700000000016,19,25,31,1,4,0,1,0,0,1,1,1,2.627,SMILES_GA
1,5,354.50100000000015,15,23,22,4,2,0,2,0,2,1,0,2,2.6891000000000007,SMILES_GA
3,7,388.3200000000001,17,27,17,4,5,0,0,0,2,1,0,3,1.7590999999999999,SMILES_GA
1,5,339.2890000000001,13,22,12,2,5,0,1,0,0,2,0,2,3.891440000000002,SMILES_GA
0,7,358.37900000000013,16,25,14,4,4,0,1,0,2,2,0,3,0.9471999999999999,SMILES_GA
1,3,280.327,17,21,16,2,2,0,0,0,1,2,0,1,3.0545800000000014,SMILES_GA
1,6,356.51700000000017,15,23,24,4,2,0,2,0,2,1,0,1,1.7672999999999999,SMILES_GA
2,5,367.89800000000014,18,24,22,1,3,0,1,1,0,2,0,2,4.118500000000003,SMILES_GA
0,7,369.3390000000001,14,24,16,3,5,0,1,0,2,2,0,2,2.2551200000000007,SMILES_GA
3,4,464.25000000000006,17,25,19,2,3,2,0,0,0,2,0,1,3.0689,SMILES_GA
1,2,367.4730000000001,21,27,27,4,2,0,0,0,1,3,0,2,1.9163,SMILES_GA
1,8,360.39500000000015,16,25,16,4,4,0,1,0,2,2,0,3,0.7979,SMILES_GA
1,5,372.7810000000002,15,24,12,1,5,1,1,1,0,2,0,2,1.7170199999999998,SMILES_GA
0,6,328.44100000000014,17,23,20,4,1,0,1,0,2,1,0,3,3.438900000000002,SMILES_GA
2,1,289.443,18,21,29,2,1,0,0,0,0,2,0,0,2.4265,SMILES_GA
3,5,340.4050000000001,13,22,13,4,2,1,2,0,1,2,0,1,1.4935999999999998,SMILES_GA
2,5,352.45500000000015,18,25,30,3,4,0,0,0,0,1,1,1,0.5563000000000008,SMILES_GA
2,5,359.47400000000016,19,26,29,5,2,0,0,0,1,2,0,1,1.5040999999999998,SMILES_GA
3,3,277.36800000000005,15,20,23,3,2,0,0,0,1,1,0,1,1.3337999999999994,SMILES_GA
2,3,368.4610000000001,20,27,26,5,2,0,0,0,1,3,0,2,0.47810000000000247,SMILES_GA
2,5,355.8910000000001,16,23,22,3,2,0,1,1,1,1,0,1,3.705700000000002,SMILES_GA
1,4,313.405,17,23,23,5,1,0,0,0,2,1,0,2,1.7742999999999995,SMILES_GA
2,4,473.3590000000001,18,26,28,5,2,0,0,0,0,2,0,1,2.1441,SMILES_GA
1,6,378.49800000000016,18,26,26,4,3,0,1,0,1,1,0,1,3.0153000000000016,SMILES_GA
0,6,418.4900000000002,22,30,30,2,6,0,0,0,1,2,0,1,1.3642000000000003,SMILES_GA
2,4,416.33600000000024,18,25,28,2,4,0,0,0,0,1,1,1,1.4937999999999994,SMILES_GA
1,5,375.4090000000001,19,26,26,3,3,0,0,0,1,1,0,2,4.554600000000003,SMILES_GA
1,4,365.8820000000001,18,24,20,1,3,0,1,1,0,2,0,2,4.326700000000003,SMILES_GA
2,1,287.427,18,21,27,2,1,0,0,0,0,2,0,1,2.6958400000000005,SMILES_GA
2,8,428.5360000000002,17,28,24,4,5,0,2,0,1,2,0,1,0.5104000000000001,SMILES_GA
1,4,791.34,16,21,20,1,3,0,1,0,1,1,0,1,2.5494000000000003,SMILES_GA
4,4,378.8290000000001,15,24,18,1,5,1,1,1,0,2,0,1,1.1541199999999998,SMILES_GA
1,4,821.34,16,21,20,1,3,0,1,0,1,1,0,1,2.5494000000000003,SMILES_GA
3,4,374.7970000000002,15,24,14,1,5,1,1,1,0,2,0,2,1.7919199999999997,SMILES_GA
1,6,423.3110000000001,18,26,23,4,3,0,0,0,1,1,0,2,3.7020000000000026,SMILES_GA
2,2,347.5270000000001,20,25,35,4,1,0,0,0,0,2,0,1,1.3063200000000021,SMILES_GA
3,4,376.81300000000016,15,24,16,1,5,1,1,1,0,2,0,1,1.2253199999999997,SMILES_GA
1,4,369.84500000000014,17,24,17,1,3,1,1,1,0,2,0,2,4.233800000000003,SMILES_GA
1,5,390.8650000000002,15,24,14,1,4,1,2,1,0,2,0,1,3.118500000000001,SMILES_GA
1,4,474.3430000000001,18,26,27,4,3,0,0,0,0,2,0,1,2.1109999999999998,SMILES_GA
2,6,354.86300000000006,15,23,19,4,2,0,1,1,1,1,0,2,3.1772,SMILES_GA
3,4,323.34700000000004,15,23,19,5,1,2,0,0,1,1,0,2,2.8419000000000008,SMILES_GA
2,4,333.46099999999996,16,23,23,5,1,0,1,0,2,1,0,1,1.6431,SMILES_GA
1,5,364.4460000000001,18,26,28,4,4,0,0,0,0,2,0,1,1.2799000000000003,SMILES_GA
1,6,403.4850000000001,18,27,17,3,4,0,2,0,2,1,0,2,2.5008800000000013,SMILES_GA
1,4,476.35900000000015,18,26,29,4,3,0,0,0,0,2,0,0,2.1527000000000003,SMILES_GA
0,6,312.3730000000001,17,23,20,4,2,0,0,0,2,1,0,3,2.7223000000000006,SMILES_GA
1,4,367.8980000000002,18,24,22,1,3,0,1,1,0,2,0,1,4.143500000000003,SMILES_GA
1,8,319.3210000000001,14,23,17,5,4,0,0,0,0,2,0,2,2.629220000000001,SMILES_GA
1,6,378.4980000000001,18,26,26,4,3,0,1,0,1,1,0,2,3.251900000000002,SMILES_GA
2,4,348.83000000000015,18,24,21,2,3,0,0,1,0,2,0,2,3.587600000000002,SMILES_GA
1,7,415.51200000000017,18,28,29,3,6,0,1,0,2,0,0,0,0.18670000000000164,SMILES_GA
2,5,355.21700000000004,12,20,11,4,2,0,1,0,2,0,0,2,1.8442999999999992,SMILES_GA
1,4,496.41500000000013,17,26,29,4,3,0,1,0,0,2,0,0,2.0683,SMILES_GA
1,4,375.4570000000001,19,26,30,5,1,0,0,0,1,2,0,1,3.1503400000000026,SMILES_GA
2,5,357.233,12,20,13,4,2,0,1,0,2,0,0,2,1.7636999999999992,SMILES_GA
0,5,370.499,19,25,18,2,2,0,2,0,2,2,0,3,3.4540200000000025,SMILES_GA
4,5,350.5310000000001,19,25,36,5,1,0,0,0,0,2,0,1,-0.29387999999999637,SMILES_GA
0,3,352.2030000000001,16,21,15,1,2,1,0,0,0,2,0,2,3.7017000000000024,SMILES_GA
1,5,355.8910000000001,16,23,22,3,2,0,1,1,1,1,0,1,3.5562000000000022,SMILES_GA
2,2,365.4820000000001,19,25,34,4,1,0,0,0,0,2,0,1,1.8864200000000009,SMILES_GA
1,4,362.4740000000001,19,26,30,4,3,0,0,0,0,2,0,1,1.390800000000001,SMILES_GA
0,3,354.2190000000001,16,21,17,1,2,1,0,0,0,2,0,1,3.8945000000000025,SMILES_GA
0,5,475.30800000000016,16,25,18,3,4,0,1,0,0,2,0,2,3.8229400000000027,SMILES_GA
0,3,354.21900000000005,16,21,17,1,2,1,0,0,0,2,0,1,3.8945000000000025,SMILES_GA
1,4,290.33900000000006,16,21,20,1,4,0,0,0,1,1,0,1,1.6116,SMILES_GA
0,2,278.355,18,21,18,2,1,0,0,0,1,2,0,1,3.295180000000002,SMILES_GA
2,1,289.44300000000004,18,21,29,2,1,0,0,0,0,2,0,0,2.221399999999999,SMILES_GA
1,5,374.7970000000002,15,24,14,1,5,1,1,1,0,2,0,1,1.1504199999999998,SMILES_GA
1,2,320.8370000000001,14,20,20,1,2,1,1,1,0,2,0,1,2.365500000000001,SMILES_GA
1,5,353.875,16,23,20,3,2,0,1,1,1,1,0,2,4.280900000000003,SMILES_GA
2,3,322.359,16,23,20,4,1,2,0,0,1,1,0,2,3.0150000000000015,SMILES_GA
1,4,478.37500000000017,18,26,31,4,3,0,0,0,0,2,0,0,1.8833999999999995,SMILES_GA
1,6,378.49800000000016,18,26,26,4,3,0,1,0,1,1,0,2,3.124900000000001,SMILES_GA
3,4,356.51700000000017,15,23,24,4,2,0,2,0,2,1,0,2,2.764000000000001,SMILES_GA
1,4,370.48400000000015,15,23,23,4,1,0,2,0,2,1,0,2,3.616500000000002,SMILES_GA
2,5,397.56600000000014,18,26,27,3,3,0,2,0,1,1,0,1,3.714500000000003,SMILES_GA
2,4,350.8460000000001,18,24,23,2,3,0,0,1,0,2,0,1,3.299000000000002,SMILES_GA
1,6,314.3890000000001,17,23,22,4,2,0,0,0,2,1,0,1,2.0305999999999997,SMILES_GA
2,2,352.301,15,20,18,3,0,0,1,0,1,1,0,2,4.420270000000003,SMILES_GA
1,5,361.4670000000001,18,25,23,3,3,0,1,0,2,1,0,2,1.9986199999999998,SMILES_GA
3,5,351.83400000000006,17,24,22,3,3,0,0,1,0,2,0,1,2.7611000000000008,SMILES_GA
0,6,305.286,15,22,15,1,6,0,0,0,0,2,0,1,2.724800000000001,SMILES_GA
1,4,323.34299999999996,16,23,19,3,2,2,0,0,1,1,0,2,2.9819000000000013,SMILES_GA
1,4,476.3590000000001,18,26,29,4,3,0,0,0,0,2,0,0,2.0086,SMILES_GA
2,4,415.92700000000013,18,26,27,3,2,0,1,1,0,2,0,1,4.306000000000004,SMILES_GA
1,2,353.28499999999997,15,20,17,2,1,0,1,0,1,1,0,2,4.605500000000004,SMILES_GA
1,2,364.4940000000001,20,25,35,3,1,0,0,0,0,2,0,1,3.635620000000003,SMILES_GA
1,5,347.5090000000001,17,23,21,3,1,0,2,0,2,1,0,2,3.5224000000000024,SMILES_GA
3,5,366.87000000000006,17,24,19,2,3,0,1,1,0,2,0,2,3.802600000000002,SMILES_GA
3,4,322.4050000000001,17,23,26,2,4,0,0,0,0,2,0,0,1.6305999999999998,SMILES_GA
2,3,289.306,16,21,16,1,3,1,0,0,1,1,0,2,2.372,SMILES_GA
0,4,259.261,14,19,13,1,4,0,0,0,1,1,0,2,3.175600000000002,SMILES_GA
1,4,278.42400000000004,15,20,28,5,0,0,0,0,1,1,0,1,1.2390999999999994,SMILES_GA
1,2,338.79200000000014,13,20,19,1,2,1,1,1,0,2,0,1,1.8736999999999997,SMILES_GA
2,5,291.32700000000006,15,21,19,2,4,0,0,0,1,1,0,1,0.17340000000000022,SMILES_GA
1,4,334.4410000000001,17,23,22,2,3,0,1,0,0,1,0,1,2.901690000000001,SMILES_GA
0,6,305.28600000000006,15,22,15,1,6,0,0,0,0,2,0,1,2.1063,SMILES_GA
2,4,495.4270000000002,18,26,30,3,3,0,1,0,0,2,0,0,2.8519000000000014,SMILES_GA
1,6,413.5400000000002,19,28,31,3,5,0,1,0,2,0,0,0,0.6452000000000018,SMILES_GA
2,6,434.4990000000002,17,28,31,4,5,0,1,0,2,0,0,0,1.0961000000000003,SMILES_GA
1,3,354.2190000000001,16,21,17,1,2,1,0,0,0,2,0,1,3.4974000000000016,SMILES_GA
3,4,320.38900000000007,17,23,24,2,4,0,0,0,0,2,0,1,2.1451000000000002,SMILES_GA
2,6,434.58400000000023,17,28,30,4,5,0,2,0,2,0,0,0,0.28510000000000346,SMILES_GA
1,0,280.863,17,19,27,1,0,0,0,1,0,1,0,1,3.516600000000002,SMILES_GA
2,2,346.6760000000001,14,19,19,2,1,0,0,1,1,1,0,1,2.2286,SMILES_GA
1,2,314.34200000000004,14,20,18,1,2,1,1,0,0,2,0,1,1.6574,SMILES_GA
2,2,240.278,12,17,17,2,2,1,0,0,0,1,0,1,-0.08737999999999968,SMILES_GA
0,6,303.27,15,22,13,1,6,0,0,0,0,2,0,2,2.5878000000000005,SMILES_GA
0,6,323.241,14,22,14,1,6,0,0,0,0,2,0,1,2.2365000000000004,SMILES_GA
2,2,344.66,14,19,17,2,1,0,0,1,1,1,0,2,2.5885000000000007,SMILES_GA
1,2,371.24000000000007,14,20,16,2,1,0,1,0,1,1,0,2,5.201200000000004,SMILES_GA
3,5,282.4120000000001,14,20,28,5,1,0,0,0,1,1,0,0,-0.4929999999999961,SMILES_GA
3,6,397.4760000000002,18,28,31,5,5,0,0,0,2,0,0,0,-0.953099999999995,SMILES_GA
2,5,417.0000000000001,17,26,25,4,2,0,2,1,0,2,0,1,3.7318000000000024,SMILES_GA
2,3,391.1670000000001,12,20,13,2,2,0,1,0,1,1,0,2,4.639000000000003,SMILES_GA
2,2,277.77500000000003,15,19,18,2,1,0,0,1,1,1,0,2,1.5087800000000007,SMILES_GA
1,4,308.2940000000001,15,21,19,1,4,0,0,0,1,1,0,1,2.1917,SMILES_GA
2,3,373.21200000000005,13,20,14,2,2,0,1,0,1,1,0,2,4.478700000000003,SMILES_GA
1,5,296.4640000000001,14,20,26,5,0,0,1,0,1,1,0,1,0.9444999999999999,SMILES_GA
0,2,350.23100000000005,17,21,17,1,1,1,0,0,0,2,0,2,4.688800000000004,SMILES_GA
0,3,370.15800000000013,15,21,14,1,2,1,0,0,0,2,0,2,3.9051000000000027,SMILES_GA
2,4,290.29400000000004,15,21,15,2,3,1,0,0,1,1,0,2,1.7669999999999997,SMILES_GA
1,3,248.326,13,17,13,2,0,1,1,0,1,1,0,1,3.2813800000000013,SMILES_GA
1,5,373.93100000000004,15,23,20,3,2,0,2,1,1,1,0,1,3.741100000000002,SMILES_GA
2,6,414.52800000000025,18,28,30,4,5,0,1,0,2,0,0,0,0.190500000000003,SMILES_GA
2,2,279.79100000000005,15,19,20,2,1,0,0,1,1,1,0,2,1.9084000000000005,SMILES_GA
1,3,246.31,13,17,11,2,0,1,1,0,1,1,0,2,3.679400000000002,SMILES_GA
0,7,336.28800000000007,14,23,17,4,4,0,0,0,0,2,0,2,1.5149199999999998,SMILES_GA
2,2,281.807,15,19,22,2,1,0,0,1,1,1,0,1,1.8976999999999997,SMILES_GA
1,4,819.3679999999996,17,21,22,1,2,0,1,0,1,1,0,1,2.9006000000000016,SMILES_GA
2,4,398.96000000000015,18,26,27,4,2,0,1,1,0,2,0,1,3.126100000000002,SMILES_GA
1,2,373.25600000000003,14,20,18,2,1,0,1,0,1,1,0,1,4.4932000000000025,SMILES_GA
1,5,280.3960000000001,14,20,26,5,1,0,0,0,1,1,0,1,0.22790000000000066,SMILES_GA
1,1,350.19500000000005,13,17,18,1,1,1,0,0,0,1,0,1,-1.507779999999997,SMILES_GA
0,5,283.154,9,15,7,4,0,0,1,0,0,2,0,2,2.418,SMILES_GA
1,2,239.29,13,17,18,1,2,1,0,0,0,1,0,1,0.16222000000000042,SMILES_GA
3,5,272.33,10,18,16,4,3,0,1,0,1,0,0,1,0.83692,SMILES_GA
0,5,473.9820000000002,23,32,24,3,4,0,1,1,1,2,1,3,4.148640000000003,SMILES_VAE
1,5,345.4060000000001,20,26,19,5,1,0,0,0,4,1,0,4,3.9605200000000025,SMILES_VAE
0,7,401.47400000000016,22,30,23,7,1,0,0,0,2,3,0,4,2.111999999999999,SMILES_VAE
1,4,410.495,22,29,22,2,4,0,1,0,0,4,0,3,3.041900000000001,SMILES_VAE
2,1,364.8230000000001,19,25,19,2,1,2,0,1,0,2,0,2,4.708600000000003,SMILES_VAE
2,5,392.48400000000004,21,28,20,4,2,0,1,0,1,3,0,3,4.1445000000000025,SMILES_VAE
1,5,423.5000000000002,25,32,23,6,1,0,0,0,1,2,0,3,1.4525799999999995,SMILES_VAE
1,2,330.43100000000004,22,25,22,2,1,0,0,0,0,4,0,3,4.659040000000004,SMILES_VAE
3,7,386.43700000000007,17,27,18,6,3,0,1,0,2,1,0,3,2.977900000000001,SMILES_VAE
1,4,415.4150000000001,22,30,20,3,2,3,0,0,2,2,0,3,4.466900000000003,SMILES_VAE
1,5,430.5040000000003,26,32,26,2,4,0,0,0,1,3,0,3,4.100700000000003,SMILES_VAE
1,6,413.41100000000023,19,29,15,3,6,0,1,0,1,3,0,3,2.9166200000000018,SMILES_VAE
1,4,408.5890000000003,20,27,28,2,3,0,2,0,0,4,0,1,4.100300000000003,SMILES_VAE
3,2,391.471,22,28,18,3,1,1,1,0,0,4,0,3,4.410400000000003,SMILES_VAE
3,3,384.8430000000002,20,27,19,3,3,0,0,1,1,2,0,3,2.29012,SMILES_VAE
2,4,411.52500000000015,23,30,30,5,1,1,0,0,0,4,0,2,3.7858000000000027,SMILES_VAE
0,4,360.4570000000002,23,27,24,2,2,0,0,0,1,3,0,3,4.883900000000005,SMILES_VAE
0,4,430.5520000000004,26,32,30,4,2,0,0,0,2,2,1,3,4.267820000000003,SMILES_VAE
1,3,408.5660000000002,25,30,34,3,2,0,0,0,0,4,0,2,2.20814,SMILES_VAE
1,2,397.82399999999996,20,27,19,1,2,3,0,1,0,3,0,2,4.837000000000003,SMILES_VAE
1,6,416.1870000000001,17,26,10,3,5,0,0,0,0,3,0,3,3.2276000000000016,SMILES_VAE
2,4,421.5460000000002,23,30,25,4,2,0,1,0,3,2,0,3,2.781600000000001,SMILES_VAE
1,3,356.80899999999997,19,25,17,2,3,0,0,1,1,2,0,2,3.564700000000002,SMILES_VAE
2,5,376.41600000000017,21,28,20,4,3,0,0,0,1,3,0,3,2.926000000000001,SMILES_VAE
1,5,383.4020000000001,20,28,19,5,1,2,0,0,1,3,0,3,3.0661000000000014,SMILES_VAE
1,4,293.30100000000004,17,22,12,3,1,1,0,0,0,3,0,3,3.292880000000001,SMILES_VAE
1,6,348.34100000000007,18,26,13,6,1,1,0,0,1,3,0,4,2.3762,SMILES_VAE
0,3,359.32300000000004,20,26,14,0,3,3,0,0,0,3,0,3,3.3872000000000018,SMILES_VAE
1,4,376.24300000000017,18,25,15,3,2,0,0,2,1,2,0,3,5.2209600000000025,SMILES_VAE
1,5,485.3890000000001,21,31,22,2,5,0,1,2,0,3,0,2,4.352000000000004,SMILES_VAE
0,6,393.4910000000002,22,29,27,5,2,0,0,0,1,3,0,3,2.7720600000000006,SMILES_VAE
1,4,367.49300000000017,22,27,29,3,2,0,0,0,2,2,0,2,4.9139200000000045,SMILES_VAE
1,2,414.37400000000014,20,29,19,2,2,5,0,0,0,3,0,2,4.827700000000004,SMILES_VAE
0,5,361.39700000000016,22,27,19,1,4,0,0,0,1,3,0,3,3.7943200000000026,SMILES_VAE
2,5,399.4720000000001,20,28,21,3,4,0,1,0,0,3,0,3,2.4537000000000004,SMILES_VAE
2,5,400.48,20,28,22,3,4,0,1,0,0,2,0,2,1.7112999999999994,SMILES_VAE
1,3,356.4410000000002,21,26,25,2,2,1,0,0,0,3,0,2,3.245840000000002,SMILES_VAE
1,4,379.84700000000004,21,27,18,3,2,0,0,1,2,2,0,3,3.4749000000000017,SMILES_VAE
1,3,399.96600000000024,23,28,30,3,1,0,0,1,0,3,0,2,4.722880000000004,SMILES_VAE
2,3,326.32700000000006,18,24,15,2,3,1,0,0,0,3,0,3,3.318200000000001,SMILES_VAE
1,3,404.5100000000001,25,30,28,2,3,0,0,0,1,3,0,2,4.493300000000004,SMILES_VAE
1,4,397.4250000000001,22,29,21,3,2,2,0,0,1,2,0,3,4.5998000000000046,SMILES_VAE
